0,1,2,3,4,5,6,7,8,9,10
pastry,chicken,packaged fruit/vegetables,tropical fruit,packaged fruit/vegetables,pasta,photo/film,sugar,,,
chicken,bottled beer,soda,domestic eggs,other vegetables,,,,,,
whipped/sour cream,house keeping products,,,,,,,,,
tropical fruit,root vegetables,rolls/buns,,,,,,,,
pork,other vegetables,,,,,,,,,
beef,tropical fruit,,,,,,,,,
citrus fruit,chewing gum,brown bread,,,,,,,,
yogurt,chicken,liquor,chewing gum,soda,,,,,,
rolls/buns,hygiene articles,,,,,,,,,
root vegetables,ham,,,,,,,,,
frozen vegetables,berries,whole milk,candy,,,,,,,
pastry,margarine,pastry,pastry,,,,,,,
yogurt,bottled water,domestic eggs,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
brown bread,skin care,whipped/sour cream,,,,,,,,
meat,whole milk,shopping bags,,,,,,,,
sugar,butter,curd,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
shopping bags,snack products,,,,,,,,,
pork,shopping bags,,,,,,,,,
beverages,beverages,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
sugar,seasonal products,,,,,,,,,
beverages,pastry,,,,,,,,,
whole milk,butter,,,,,,,,,
sausage,dessert,,,,,,,,,
soda,soda,,,,,,,,,
meat,canned beer,,,,,,,,,
rolls/buns,yogurt,newspapers,,,,,,,,
canned beer,white bread,,,,,,,,,
yogurt,misc. beverages,,,,,,,,,
tropical fruit,soda,canned vegetables,,,,,,,,
butter,rolls/buns,,,,,,,,,
bathroom cleaner,beverages,,,,,,,,,
rolls/buns,oil,,,,,,,,,
whipped/sour cream,cream cheese ,,,,,,,,,
bottled water,shopping bags,brown bread,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
tropical fruit,sliced cheese,,,,,,,,,
tropical fruit,specialty bar,,,,,,,,,
whole milk,beef,,,,,,,,,
pip fruit,pastry,,,,,,,,,
frankfurter,curd,,,,,,,,,
beef,whole milk,,,,,,,,,
turkey,bottled water,,,,,,,,,
finished products,root vegetables,,,,,,,,,
hard cheese,dessert,,,,,,,,,
beef,grapes,,,,,,,,,
soda,curd,,,,,,,,,
sugar,shopping bags,,,,,,,,,
pork,processed cheese,,,,,,,,,
root vegetables,dishes,,,,,,,,,
cream cheese ,soda,,,,,,,,,
citrus fruit,roll products ,,,,,,,,,
pip fruit,syrup,,,,,,,,,
canned fruit,newspapers,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
sausage,sausage,frozen fish,house keeping products,,,,,,,
soda,sliced cheese,,,,,,,,,
sausage,detergent,bottled beer,,,,,,,,
other vegetables,rolls/buns,brown bread,,,,,,,,
rolls/buns,other vegetables,pastry,,,,,,,,
soda,chocolate,,,,,,,,,
coffee,sausage,bottled water,cream cheese ,,,,,,,
waffles,chicken,hard cheese,dishes,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
other vegetables,shopping bags,soda,,,,,,,,
onions,pastry,,,,,,,,,
curd,soda,,,,,,,,,
margarine,margarine,,,,,,,,,
citrus fruit,hard cheese,butter,soft cheese,,,,,,,
rolls/buns,cat food,newspapers,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
rolls/buns,yogurt,chicken,whole milk,,,,,,,
hamburger meat,bottled beer,,,,,,,,,
tropical fruit,pastry,cream cheese ,,,,,,,,
pork,cereals,,,,,,,,,
napkins,other vegetables,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
sugar,cat food,,,,,,,,,
beverages,beverages,hamburger meat,frankfurter,soda,root vegetables,butter,cream cheese ,butter,,
whole milk,candy,,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,,
canned beer,roll products ,root vegetables,flower (seeds),,,,,,,
whipped/sour cream,fruit/vegetable juice,,,,,,,,,
newspapers,roll products ,,,,,,,,,
onions,canned fruit,,,,,,,,,
napkins,white bread,,,,,,,,,
canned beer,citrus fruit,rolls/buns,condensed milk,skin care,,,,,,
ice cream,grapes,,,,,,,,,
pot plants,grapes,brown bread,other vegetables,kitchen towels,,,,,,
UHT-milk,canned vegetables,,,,,,,,,
ham,curd,,,,,,,,,
frozen meals,other vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
domestic eggs,butter,beverages,,,,,,,,
ham,rolls/buns,,,,,,,,,
brandy,ham,root vegetables,whole milk,,,,,,,
canned vegetables,dental care,,,,,,,,,
whole milk,newspapers,,,,,,,,,
whole milk,root vegetables,,,,,,,,,
root vegetables,margarine,,,,,,,,,
beef,specialty bar,white bread,,,,,,,,
brown bread,rolls/buns,,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
soups,specialty cheese,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
pip fruit,root vegetables,,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
tropical fruit,newspapers,,,,,,,,,
butter,syrup,pickled vegetables,whole milk,,,,,,,
sausage,packaged fruit/vegetables,misc. beverages,,,,,,,,
other vegetables,fruit/vegetable juice,white bread,,,,,,,,
whole milk,shopping bags,,,,,,,,,
seasonal products,soups,,,,,,,,,
pork,long life bakery product,,,,,,,,,
meat,waffles,,,,,,,,,
newspapers,processed cheese,,,,,,,,,
sausage,whole milk,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
turkey,soda,rolls/buns,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
waffles,rolls/buns,,,,,,,,,
bottled water,newspapers,,,,,,,,,
semi-finished bread,other vegetables,,,,,,,,,
detergent,tropical fruit,shopping bags,soft cheese,,,,,,,
dessert,whole milk,,,,,,,,,
pip fruit,whole milk,coffee,salty snack,,,,,,,
beef,whole milk,cream cheese ,butter,,,,,,,
whipped/sour cream,yogurt,hygiene articles,,,,,,,,
yogurt,soda,,,,,,,,,
soda,frozen dessert,,,,,,,,,
pork,soda,,,,,,,,,
bottled beer,hygiene articles,,,,,,,,,
brown bread,sausage,rolls/buns,bottled water,,,,,,,
yogurt,other vegetables,,,,,,,,,
whole milk,grapes,root vegetables,shopping bags,,,,,,,
root vegetables,pastry,,,,,,,,,
butter milk,flour,,,,,,,,,
rolls/buns,yogurt,sugar,,,,,,,,
ham,chocolate,,,,,,,,,
pork,light bulbs,waffles,,,,,,,,
root vegetables,semi-finished bread,canned beer,newspapers,,,,,,,
ham,candy,,,,,,,,,
rolls/buns,tropical fruit,soda,dessert,,,,,,,
whole milk,butter milk,,,,,,,,,
baking powder,brown bread,,,,,,,,,
cat food,soda,,,,,,,,,
tropical fruit,salt,,,,,,,,,
chicken,flower (seeds),onions,rolls/buns,,,,,,,
rolls/buns,hamburger meat,candles,,,,,,,,
coffee,butter milk,,,,,,,,,
chicken,hygiene articles,,,,,,,,,
rolls/buns,tropical fruit,root vegetables,condensed milk,,,,,,,
butter milk,shopping bags,baking powder,,,,,,,,
citrus fruit,specialty cheese,,,,,,,,,
sausage,citrus fruit,red/blush wine,frozen vegetables,cream,,,,,,
soda,rolls/buns,,,,,,,,,
sausage,bottled water,,,,,,,,,
syrup,newspapers,processed cheese,rolls/buns,,,,,,,
bottled beer,yogurt,pastry,butter,shopping bags,,,,,,
tropical fruit,brown bread,,,,,,,,,
canned beer,yogurt,tropical fruit,whole milk,,,,,,,
pork,rolls/buns,,,,,,,,,
rolls/buns,sugar,,,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
meat,citrus fruit,,,,,,,,,
liquor,bathroom cleaner,,,,,,,,,
hard cheese,butter milk,long life bakery product,,,,,,,,
whole milk,bottled water,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
onions,onions,,,,,,,,,
sausage,curd,brown bread,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
yogurt,domestic eggs,frozen vegetables,fruit/vegetable juice,,,,,,,
curd,margarine,,,,,,,,,
whole milk,root vegetables,rolls/buns,yogurt,onions,coffee,napkins,UHT-milk,,,
soda,rice,sweet spreads,,,,,,,,
tropical fruit,canned fish,,,,,,,,,
bottled beer,butter,frozen vegetables,whole milk,,,,,,,
ham,red/blush wine,,,,,,,,,
chicken,salty snack,,,,,,,,,
sparkling wine,female sanitary products,,,,,,,,,
bottled water,domestic eggs,frozen meals,,,,,,,,
whole milk,instant coffee,whole milk,,,,,,,,
ice cream,shopping bags,,,,,,,,,
sausage,specialty chocolate,,,,,,,,,
root vegetables,shopping bags,salty snack,,,,,,,,
root vegetables,salty snack,whipped/sour cream,,,,,,,,
soda,white wine,,,,,,,,,
curd,meat,yogurt,whipped/sour cream,,,,,,,
pastry,bottled beer,,,,,,,,,
curd,whole milk,,,,,,,,,
fruit/vegetable juice,soft cheese,,,,,,,,,
herbs,domestic eggs,,,,,,,,,
whole milk,soda,mayonnaise,,,,,,,,
UHT-milk,whole milk,,,,,,,,,
root vegetables,processed cheese,,,,,,,,,
frozen meals,ham,specialty chocolate,roll products ,,,,,,,
other vegetables,yogurt,,,,,,,,,
brown bread,waffles,,,,,,,,,
herbs,whole milk,frozen dessert,,,,,,,,
rolls/buns,chicken,cream cheese ,dishes,,,,,,,
frozen vegetables,brown bread,,,,,,,,,
specialty cheese,sliced cheese,,,,,,,,,
herbs,grapes,butter,,,,,,,,
whole milk,hair spray,waffles,,,,,,,,
pork,beef,,,,,,,,,
white bread,curd,bottled water,,,,,,,,
pork,other vegetables,,,,,,,,,
cream cheese ,female sanitary products,,,,,,,,,
pastry,chewing gum,,,,,,,,,
pork,rolls/buns,,,,,,,,,
yogurt,salty snack,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
meat,pip fruit,,,,,,,,,
soda,other vegetables,,,,,,,,,
pork,napkins,,,,,,,,,
pastry,rolls/buns,,,,,,,,,
sausage,shopping bags,,,,,,,,,
sausage,frankfurter,other vegetables,bottled water,,,,,,,
photo/film,whipped/sour cream,,,,,,,,,
canned beer,soda,newspapers,,,,,,,,
margarine,pickled vegetables,,,,,,,,,
frankfurter,soda,,,,,,,,,
soda,frozen meals,,,,,,,,,
rolls/buns,canned beer,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
sausage,rolls/buns,,,,,,,,,
vinegar,butter,newspapers,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
detergent,ice cream,hamburger meat,soda,sugar,,,,,,
rolls/buns,beef,coffee,,,,,,,,
sausage,soda,,,,,,,,,
misc. beverages,chocolate,,,,,,,,,
berries,ham,,,,,,,,,
pork,whole milk,waffles,whole milk,sugar,,,,,,
onions,tropical fruit,shopping bags,other vegetables,,,,,,,
pip fruit,butter,soda,,,,,,,,
pip fruit,root vegetables,pip fruit,spread cheese,,,,,,,
other vegetables,chewing gum,soft cheese,,,,,,,,
whole milk,sliced cheese,dish cleaner,,,,,,,,
whole milk,flower (seeds),honey,,,,,,,,
beef,white wine,,,,,,,,,
soft cheese,rolls/buns,detergent,,,,,,,,
rolls/buns,whole milk,white bread,popcorn,,,,,,,
soda,pip fruit,,,,,,,,,
citrus fruit,dessert,,,,,,,,,
UHT-milk,soda,,,,,,,,,
pip fruit,butter,whole milk,other vegetables,,,,,,,
yogurt,bottled beer,,,,,,,,,
coffee,turkey,margarine,hard cheese,,,,,,,
red/blush wine,salty snack,,,,,,,,,
rolls/buns,grapes,yogurt,rolls/buns,whole milk,rolls/buns,,,,,
margarine,margarine,,,,,,,,,
soda,pip fruit,,,,,,,,,
beef,other vegetables,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
dessert,mustard,white bread,,,,,,,,
beverages,domestic eggs,,,,,,,,,
shopping bags,white wine,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
yogurt,canned beer,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
canned beer,cooking chocolate,white bread,curd,mustard,chocolate,,,,,
onions,margarine,sweet spreads,,,,,,,,
whole milk,skin care,,,,,,,,,
frankfurter,soda,chocolate,,,,,,,,
pip fruit,whipped/sour cream,,,,,,,,,
pot plants,pip fruit,,,,,,,,,
soda,bottled water,,,,,,,,,
coffee,hamburger meat,brown bread,detergent,,,,,,,
pip fruit,coffee,,,,,,,,,
prosecco,rolls/buns,specialty chocolate,white bread,,,,,,,
frankfurter,whole milk,other vegetables,,,,,,,,
cream,shopping bags,,,,,,,,,
whole milk,yogurt,,,,,,,,,
dessert,hamburger meat,,,,,,,,,
beef,other vegetables,,,,,,,,,
chewing gum,ice cream,,,,,,,,,
canned beer,yogurt,rolls/buns,whole milk,,,,,,,
sliced cheese,root vegetables,,,,,,,,,
sausage,whipped/sour cream,,,,,,,,,
brown bread,canned beer,,,,,,,,,
margarine,margarine,,,,,,,,,
tropical fruit,citrus fruit,newspapers,,,,,,,,
cream cheese ,root vegetables,soda,,,,,,,,
napkins,whole milk,chocolate marshmallow,,,,,,,,
long life bakery product,beef,tidbits,butter,,,,,,,
citrus fruit,flour,,,,,,,,,
whole milk,whole milk,,,,,,,,,
liquor (appetizer),hygiene articles,,,,,,,,,
other vegetables,snack products,,,,,,,,,
napkins,photo/film,,,,,,,,,
whipped/sour cream,bottled water,,,,,,,,,
sausage,salty snack,,,,,,,,,
canned vegetables,fish,,,,,,,,,
root vegetables,root vegetables,,,,,,,,,
meat,root vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
citrus fruit,brown bread,,,,,,,,,
canned beer,butter,butter milk,citrus fruit,,,,,,,
pastry,waffles,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
soda,other vegetables,soda,,,,,,,,
yogurt,pastry,,,,,,,,,
chicken,frankfurter,other vegetables,domestic eggs,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
canned beer,napkins,sparkling wine,,,,,,,,
UHT-milk,rice,newspapers,,,,,,,,
whole milk,whole milk,whole milk,pip fruit,waffles,whole milk,coffee,chocolate,,,
white bread,tropical fruit,,,,,,,,,
frankfurter,frankfurter,ham,beef,baby cosmetics,other vegetables,domestic eggs,artif. sweetener,margarine,,
root vegetables,flower (seeds),,,,,,,,,
herbs,tropical fruit,whole milk,,,,,,,,
yogurt,UHT-milk,dessert,frozen dessert,,,,,,,
soda,bottled water,butter,,,,,,,,
meat,root vegetables,sliced cheese,,,,,,,,
oil,cream cheese ,white bread,,,,,,,,
yogurt,red/blush wine,,,,,,,,,
other vegetables,margarine,other vegetables,,,,,,,,
male cosmetics,roll products ,pastry,,,,,,,,
yogurt,bottled beer,,,,,,,,,
beverages,oil,,,,,,,,,
newspapers,sausage,sugar,,,,,,,,
sweet spreads,newspapers,,,,,,,,,
red/blush wine,sausage,soda,whole milk,rolls/buns,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
sausage,yogurt,candles,,,,,,,,
oil,soda,sliced cheese,,,,,,,,
beef,whole milk,,,,,,,,,
beverages,soda,curd,liquor,whole milk,margarine,flour,,,,
detergent,pet care,,,,,,,,,
other vegetables,citrus fruit,root vegetables,whipped/sour cream,,,,,,,
frozen vegetables,pastry,,,,,,,,,
canned fish,cocoa drinks,,,,,,,,,
white bread,whipped/sour cream,,,,,,,,,
other vegetables,hygiene articles,,,,,,,,,
bottled water,curd,semi-finished bread,,,,,,,,
whole milk,liver loaf,yogurt,fruit/vegetable juice,,,,,,,
whole milk,shopping bags,,,,,,,,,
bottled water,tidbits,,,,,,,,,
bottled beer,brown bread,,,,,,,,,
pip fruit,soda,,,,,,,,,
bottled water,root vegetables,bottled water,,,,,,,,
shopping bags,fruit/vegetable juice,,,,,,,,,
pip fruit,brown bread,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
bottled water,frankfurter,dessert,root vegetables,,,,,,,
butter,cake bar,ice cream,fruit/vegetable juice,,,,,,,
root vegetables,soda,,,,,,,,,
white bread,other vegetables,,,,,,,,,
brown bread,processed cheese,,,,,,,,,
meat spreads,shopping bags,,,,,,,,,
curd,yogurt,,,,,,,,,
root vegetables,chocolate marshmallow,,,,,,,,,
yogurt,grapes,,,,,,,,,
ham,salt,,,,,,,,,
specialty bar,cream cheese ,,,,,,,,,
dessert,other vegetables,,,,,,,,,
long life bakery product,ice cream,,,,,,,,,
sausage,shopping bags,,,,,,,,,
flower soil/fertilizer,waffles,,,,,,,,,
sausage,whole milk,rolls/buns,bottled beer,,,,,,,
butter milk,berries,,,,,,,,,
hamburger meat,frozen vegetables,,,,,,,,,
brown bread,curd,,,,,,,,,
sausage,grapes,bottled beer,,,,,,,,
pip fruit,tropical fruit,rolls/buns,pip fruit,rolls/buns,,,,,,
meat,bottled water,soda,,,,,,,,
hamburger meat,butter,,,,,,,,,
margarine,fruit/vegetable juice,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
bottled water,brown bread,,,,,,,,,
brown bread,rolls/buns,cat food,pastry,,,,,,,
frozen potato products,frozen vegetables,,,,,,,,,
bottled water,citrus fruit,,,,,,,,,
yogurt,margarine,,,,,,,,,
beverages,UHT-milk,,,,,,,,,
pastry,dessert,,,,,,,,,
pork,finished products,ice cream,shopping bags,rolls/buns,,,,,,
chicken,rolls/buns,newspapers,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
long life bakery product,rolls/buns,,,,,,,,,
whole milk,sugar,,,,,,,,,
white bread,shopping bags,,,,,,,,,
frankfurter,citrus fruit,whole milk,,,,,,,,
root vegetables,citrus fruit,,,,,,,,,
beverages,sugar,,,,,,,,,
pastry,ice cream,,,,,,,,,
bottled water,grapes,,,,,,,,,
root vegetables,margarine,,,,,,,,,
whole milk,bottled water,,,,,,,,,
white bread,specialty bar,newspapers,,,,,,,,
yogurt,chocolate,,,,,,,,,
herbs,canned beer,,,,,,,,,
house keeping products,rolls/buns,mayonnaise,,,,,,,,
other vegetables,yogurt,,,,,,,,,
pip fruit,dessert,sauces,,,,,,,,
pork,canned beer,,,,,,,,,
canned beer,misc. beverages,long life bakery product,,,,,,,,
other vegetables,mayonnaise,beverages,,,,,,,,
root vegetables,margarine,rolls/buns,,,,,,,,
whole milk,hygiene articles,,,,,,,,,
ham,dessert,,,,,,,,,
whole milk,curd,yogurt,candy,,,,,,,
yogurt,root vegetables,,,,,,,,,
tropical fruit,curd,,,,,,,,,
candles,chewing gum,,,,,,,,,
yogurt,whole milk,,,,,,,,,
dessert,sliced cheese,,,,,,,,,
fish,root vegetables,,,,,,,,,
chicken,grapes,pot plants,curd cheese,coffee,napkins,,,,,
bottled water,bottled beer,,,,,,,,,
soda,pastry,frozen vegetables,UHT-milk,,,,,,,
rolls/buns,yogurt,napkins,,,,,,,,
whole milk,bottled water,,,,,,,,,
sliced cheese,napkins,,,,,,,,,
cat food,bottled beer,beef,brown bread,margarine,rolls/buns,,,,,
other vegetables,domestic eggs,napkins,,,,,,,,
frozen fish,mustard,,,,,,,,,
other vegetables,zwieback,oil,,,,,,,,
soda,soda,,,,,,,,,
coffee,hard cheese,domestic eggs,,,,,,,,
ham,whole milk,,,,,,,,,
berries,rolls/buns,pastry,,,,,,,,
meat,oil,candles,female sanitary products,,,,,,,
oil,misc. beverages,candy,yogurt,,,,,,,
ice cream,red/blush wine,fruit/vegetable juice,,,,,,,,
sausage,white wine,candy,,,,,,,,
house keeping products,spread cheese,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,other vegetables,,,,,,,,,
cereals,frozen vegetables,,,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
Instant food products,pip fruit,,,,,,,,,
brown bread,oil,,,,,,,,,
sausage,frozen meals,long life bakery product,soda,,,,,,,
citrus fruit,tropical fruit,UHT-milk,cat food,chocolate,root vegetables,rolls/buns,sweet spreads,,,
other vegetables,packaged fruit/vegetables,,,,,,,,,
beef,bottled beer,,,,,,,,,
chocolate,curd,salty snack,,,,,,,,
pastry,coffee,newspapers,,,,,,,,
chicken,brown bread,soda,,,,,,,,
root vegetables,pastry,,,,,,,,,
soda,pickled vegetables,,,,,,,,,
meat,pip fruit,,,,,,,,,
sausage,soda,,,,,,,,,
other vegetables,berries,whipped/sour cream,,,,,,,,
UHT-milk,brown bread,whole milk,ice cream,,,,,,,
napkins,soda,,,,,,,,,
hamburger meat,margarine,,,,,,,,,
cream cheese ,rolls/buns,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
yogurt,tidbits,,,,,,,,,
citrus fruit,pickled vegetables,,,,,,,,,
curd,nuts/prunes,root vegetables,sausage,whole milk,rolls/buns,root vegetables,bottled water,hard cheese,,
ice cream,bottled water,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
pot plants,frozen potato products,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
ham,rum,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
citrus fruit,sliced cheese,,,,,,,,,
pet care,mustard,,,,,,,,,
sausage,whole milk,,,,,,,,,
sugar,bottled water,,,,,,,,,
citrus fruit,pork,pip fruit,yogurt,brown bread,male cosmetics,,,,,
whole milk,oil,,,,,,,,,
sauces,misc. beverages,,,,,,,,,
pork,cleaner,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
chicken,white wine,margarine,,,,,,,,
tropical fruit,hard cheese,,,,,,,,,
napkins,popcorn,,,,,,,,,
root vegetables,margarine,,,,,,,,,
salty snack,whole milk,softener,Instant food products,,,,,,,
hamburger meat,red/blush wine,,,,,,,,,
frankfurter,dessert,,,,,,,,,
yogurt,zwieback,,,,,,,,,
root vegetables,white bread,sliced cheese,,,,,,,,
soda,yogurt,whole milk,coffee,,,,,,,
tropical fruit,dishes,,,,,,,,,
packaged fruit/vegetables,sweet spreads,,,,,,,,,
meat spreads,domestic eggs,sugar,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,,
citrus fruit,yogurt,citrus fruit,other vegetables,,,,,,,
whole milk,ice cream,turkey,artif. sweetener,,,,,,,
whole milk,detergent,,,,,,,,,
cling film/bags,other vegetables,,,,,,,,,
liver loaf,other vegetables,,,,,,,,,
pip fruit,pastry,,,,,,,,,
cat food,soda,,,,,,,,,
hard cheese,pastry,,,,,,,,,
pork,whole milk,domestic eggs,sweet spreads,,,,,,,
tropical fruit,butter milk,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,root vegetables,,,,,,,,,
domestic eggs,pasta,,,,,,,,,
canned beer,ham,bottled water,domestic eggs,,,,,,,
newspapers,domestic eggs,,,,,,,,,
citrus fruit,roll products ,frozen vegetables,,,,,,,,
chicken,other vegetables,,,,,,,,,
whole milk,hard cheese,,,,,,,,,
other vegetables,napkins,,,,,,,,,
soups,coffee,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
onions,instant coffee,,,,,,,,,
pasta,canned beer,,,,,,,,,
tropical fruit,soda,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pip fruit,yogurt,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
bottled beer,shopping bags,,,,,,,,,
butter,canned beer,brown bread,canned beer,,,,,,,
rolls/buns,packaged fruit/vegetables,,,,,,,,,
frankfurter,beef,frozen fish,rice,napkins,,,,,,
other vegetables,oil,,,,,,,,,
citrus fruit,cream cheese ,bottled beer,citrus fruit,,,,,,,
root vegetables,pastry,,,,,,,,,
tropical fruit,yogurt,pip fruit,yogurt,yogurt,,,,,,
ham,whole milk,,,,,,,,,
liquor,rolls/buns,frozen meals,,,,,,,,
berries,fruit/vegetable juice,rolls/buns,,,,,,,,
bottled beer,yogurt,other vegetables,,,,,,,,
rolls/buns,berries,,,,,,,,,
pip fruit,whole milk,,,,,,,,,
soda,brown bread,,,,,,,,,
butter,fruit/vegetable juice,soda,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
whole milk,napkins,artif. sweetener,,,,,,,,
soda,domestic eggs,sliced cheese,soda,,,,,,,
frankfurter,bottled water,,,,,,,,,
processed cheese,fruit/vegetable juice,frozen meals,cat food,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
pickled vegetables,hygiene articles,,,,,,,,,
ham,yogurt,,,,,,,,,
sugar,shopping bags,instant coffee,,,,,,,,
beverages,soda,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
soda,other vegetables,,,,,,,,,
soft cheese,sliced cheese,soda,,,,,,,,
other vegetables,newspapers,,,,,,,,,
chicken,cat food,,,,,,,,,
whole milk,rolls/buns,hygiene articles,,,,,,,,
root vegetables,whole milk,,,,,,,,,
frankfurter,rolls/buns,rolls/buns,,,,,,,,
beef,specialty chocolate,,,,,,,,,
